longitude	latitude	flightaltitude	timediff, dayfrac	timediff, hh:mm:ss	day=0/night=1
-154.6	24.05	11582.4	-0.0115856481716037	-00:16:41	1
-154.95	22.78	10668	-0.0115277781151235	-00:16:36	0
-124.58	36.45	10972.8	-0.0115046296268702	-00:16:34	0
-153.27	22.05	11582.4	-0.0114236110821366	-00:16:27	0
-120.77	34.09	7498.08	-0.0114004625938833	-00:16:25	0
-140.7	30.4	10972.8	-0.0112384255044162	-00:16:11	1
-124.51	36.04	11277.6	-0.0112268519587815	-00:16:10	0
-156.75	23.48	10668	-0.0111111109144986	-00:16:00	0
-140.7	30.4	9448.8	-0.0109837963245809	-00:15:49	1
-156.5	22.83	10515.6	-0.0108333332464099	-00:15:36	0
-156.37	21.83	9357.36	-0.0107870372012258	-00:15:32	0
-120.36	32.48	11277.6	-0.0107291666790843	-00:15:27	0
-156.3	21.75	9906	-0.0107175926677883	-00:15:26	0
-154.97	22.83	11887.2	-0.0106018516235054	-00:15:16	0
-132.29	31.05	10363.2	-0.0105555555783212	-00:15:12	0
-156.3	21.98	9022.08	-0.0104861110448837	-00:15:06	0
-126.21	36.67	10972.8	-0.0104745370335877	-00:15:05	0
-155.48	24.52	10972.8	-0.0104282409884036	-00:15:01	0
-156.72	23.62	10668	-0.0104050925001502	-00:14:59	0
-124.48	36.5	11460.48	-0.0103819444775581	-00:14:57	0
-156.32	22	10363.2	-0.01034722244367	-00:14:54	0
-155	22.8	11582.4	-0.0103240739554167	-00:14:52	0
-154.9	22.25	10363.2	-0.0102893519215286	-00:14:49	0
-140.7	30.4	10058.4	-0.0102546294219792	-00:14:46	1
-154.75	21.77	10668	-0.0101620368659496	-00:14:38	0
-140.7	30.4	10668	-0.0101620368659496	-00:14:38	1
-154.63	21.55	9387.84	-0.0100810183212161	-00:14:31	0
-135.53	32.57	11277.6	-0.010034722276032	-00:14:27	1
-156.68	23.07	9448.8	-0.010034722276032	-00:14:27	0
-125.96	35.79	11277.6	-0.010034722276032	-00:14:27	0
-152.3	24.41	11582.4	-0.00997685175389051	-00:14:22	0
-131.21	32.57	11887.2	-0.00987268518656492	-00:14:13	0
-147.15	29.42	10668	-0.00983796268701553	-00:14:10	1
-122.46	34.52	11582.4	-0.00982638914138079	-00:14:09	0
-140.65	30.42	9448.8	-0.00981481466442347	-00:14:08	1
-126.19	36.67	10363.2	-0.00965277757495642	-00:13:54	0
-136.58	28.72	11887.2	-0.00957175949588418	-00:13:47	1
-151.83	22.36	11582.4	-0.00956018501892686	-00:13:46	0
-153.47	22.63	11887.2	-0.00951388897374272	-00:13:42	0
-126.42	31.7	10668	-0.0094328704290092	-00:13:35	1
-122.91	36.08	10363.2	-0.00942129641771317	-00:13:34	0
-143.21	25.14	10363.2	-0.00940972240641713	-00:13:33	0
-156.38	21.98	9052.56	-0.00924768531695008	-00:13:19	0
-140.7	30.4	10058.4	-0.00912037072703242	-00:13:08	1
-156.32	21.8	9144	-0.0091087962500751	-00:13:07	0
-125.88	35.89	11277.6	-0.00909722223877907	-00:13:06	0
-156.37	21.85	8321.04	-0.0090393521822989	-00:13:01	0
-122.34	34.08	11277.6	-0.00890046264976263	-00:12:49	0
-154.7	21.53	10668	-0.00884259259328246	-00:12:44	0
-124.52	36.42	11277.6	-0.00883101811632514	-00:12:43	0
-138.16	28.16	10668	-0.00881944457069039	-00:12:42	1
-128.9	29.85	10058.4	-0.00873842602595687	-00:12:35	0
-150.19	22.15	10972.8	-0.00869212951511145	-00:12:31	0
-135.34	41.4	11277.6	-0.00868055550381541	-00:12:30	0
-123.38	32.27	11582.4	-0.00861111097037792	-00:12:24	0
-140.7	30.4	10668	-0.0085300924256444	-00:12:17	1
-123.83	34.02	11887.2	-0.00851851841434836	-00:12:16	0
-143.82	30	12192	-0.00847222190350294	-00:12:12	1
-147.72	26.97	10668	-0.00832175929099321	-00:11:59	1
-153.4	22.68	8534.4	-0.00821759272366762	-00:11:50	0
-153.63	23.61	11582.4	-0.0081712962128222	-00:11:46	0
-156.18	21.5	9601.2	-0.00815972220152617	-00:11:45	0
-156.23	21.87	10058.4	-0.00814814819023013	-00:11:44	0
-124.51	36.43	10972.8	-0.00807870365679264	-00:11:38	0
-125.16	36.15	11887.2	-0.00805555563420057	-00:11:36	1
-153.17	21.98	10972.8	-0.00799768511205912	-00:11:31	0
-135.75	31.38	11277.6	-0.00796296307817101	-00:11:28	1
-153.4	22.73	9144	-0.00788194453343749	-00:11:21	0
-156.55	23	10058.4	-0.00762731488794088	-00:10:59	0
-154.68	21.73	11277.6	-0.00759259285405278	-00:10:56	0
-154.95	22.8	11277.6	-0.00758101884275675	-00:10:55	0
-154.7	21.55	10058.4	-0.00754629634320736	-00:10:52	0
-155.03	22.77	10972.8	-0.00739583326503634	-00:10:39	0
-154.97	22.8	9448.8	-0.00737268524244428	-00:10:37	0
-156.65	23.17	10485.12	-0.00732638873159885	-00:10:33	0
-156.32	21.8	9265.92	-0.00731481472030282	-00:10:32	0
-153.13	21.28	9753.6	-0.00722222216427326	-00:10:24	0
-156.35	21.92	9052.56	-0.00719907414168119	-00:10:22	0
-121.73	31.76	11277.6	-0.00719907414168119	-00:10:22	0
-154.92	22.83	10058.4	-0.00666666682809591	-00:09:36	0
-156.6	23.28	10668	-0.00662037031725049	-00:09:32	0
-140.7	30.4	10058.4	-0.006550925783813	-00:09:26	1
-155.18	23.58	10363.2	-0.0065162037499249	-00:09:23	0
-120.77	34.11	9570.72	-0.0064814817160368	-00:09:20	0
-156.28	22.02	9570.72	-0.00645833322778344	-00:09:18	0
-154.62	21.55	10668	-0.00641203718259931	-00:09:14	0
-140.64	30.43	10972.8	-0.00640046317130327	-00:09:13	1
-140.7	36.07	10058.4	-0.00633101863786578	-00:09:07	1
-156.77	23.72	10058.4	-0.00621527805924416	-00:08:57	0
-139.43	28.7	10363.2	-0.0061921295709908	-00:08:55	0
-140.7	30.4	10972.8	-0.00603009248152375	-00:08:41	1
-156.32	21.98	8351.52	-0.00593749992549419	-00:08:33	0
-140.7	30.4	11277.6	-0.00585648138076067	-00:08:26	1
-133.78	30.6	10972.8	-0.0058333333581686	-00:08:24	0
-138.92	37.85	11277.6	-0.00582175934687257	-00:08:23	0
-131.97	33.87	11277.6	-0.00574074080213904	-00:08:16	1
-154.67	21.53	10972.8	-0.00570601876825094	-00:08:13	0
-139.43	28.7	10363.2	-0.00564814824610949	-00:08:08	0
-156.18	21.28	9113.52	-0.00559027772396803	-00:08:03	0
-156.32	21.95	10363.2	-0.005578703712672	-00:08:02	0
-156.3	21.8	9936.48	-0.00552083319053054	-00:07:57	0
-122.17	33.53	9753.6	-0.00552083319053054	-00:07:57	0
-156.73	23.85	10058.4	-0.00552083319053054	-00:07:57	0
-155	22.82	9753.6	-0.00546296313405037	-00:07:52	0
-154.93	22.82	10363.2	-0.00538194458931684	-00:07:45	0
-153.3	22.07	10972.8	-0.00519675901159644	-00:07:29	0
-123.73	33.84	11582.4	-0.00515046296641231	-00:07:25	0
-140.02	32.83	10058.4	-0.00506944442167878	-00:07:18	1
-124.52	33.07	10668	-0.00501157389953732	-00:07:13	1
-140.7	30.4	10363.2	-0.00481481477618217	-00:06:56	1
-121.57	31.51	11277.6	-0.00481481477618217	-00:06:56	0
-124.5	36.5	10972.8	-0.00475694471970201	-00:06:51	0
-137.5	30.86	10363.2	-0.00472222222015262	-00:06:48	1
-121.96	32.69	10637.52	-0.00464120367541909	-00:06:41	0
-123.87	34.04	10972.8	-0.00452546309679747	-00:06:31	0
-120.91	34.19	9052.56	-0.00451388908550143	-00:06:30	0
-156.3	21.8	9875.52	-0.00446759257465601	-00:06:26	0
-149.87	26.86	11277.6	-0.00445601856335998	-00:06:25	0
-122.04	33	11582.4	-0.00439814804121852	-00:06:20	0
-156.63	23.33	11887.2	-0.00436342600733042	-00:06:17	0
-121.72	31.67	11734.8	-0.00436342600733042	-00:06:17	0
-138.06	29.19	9753.6	-0.00429398147389293	-00:06:11	0
-156.35	21.97	9204.96	-0.00425925944000483	-00:06:08	0
-156.47	22.35	11399.52	-0.00416666688397527	-00:06:00	0
-125.9	35.8	10668	-0.00407407432794571	-00:05:52	0
-141.37	35.86	11277.6	-0.00406249985098839	-00:05:51	0
-153.42	22.72	10363.2	-0.00405092583969235	-00:05:50	1
-154.88	22.27	11582.4	-0.00401620380580425	-00:05:47	0
-120.69	34.09	8808.72	-0.00392361124977469	-00:05:39	0
-119.69	33.79	6096	-0.0038541667163372	-00:05:33	1
-129.83	33.03	10972.8	-0.00370370410382748	-00:05:20	0
-156.57	23.07	8869.68	-0.00369212962687016	-00:05:19	0
-142.59	29.13	11277.6	-0.00368055561557412	-00:05:18	1
-123.83	33.86	11887.2	-0.00364583311602473	-00:05:15	0
-120.88	34.4	11308.08	-0.0035995370708406	-00:05:11	0
-124.54	33.05	10058.4	-0.00350694451481104	-00:05:03	1
-140.7	30.4	9448.8	-0.00348379649221897	-00:05:01	1
-156.32	22.02	8686.8	-0.00341435149312019	-00:04:55	0
-141.62	31.03	11277.6	-0.00335648143664002	-00:04:50	0
-157.79	21.28	10972.8	-0.00333333341404796	-00:04:48	0
-156.6	23.02	11277.6	-0.00320601835846901	-00:04:37	0
-150.92	25.21	11582.4	-0.00311342580243945	-00:04:29	0
-150.68	23.94	11582.4	-0.00306712929159403	-00:04:25	0
-156.27	21.27	8138.16	-0.00302083371207118	-00:04:21	0
-130.35	34.42	11582.4	-0.00302083371207118	-00:04:21	1
-156.63	23.13	10576.56	-0.00283564813435078	-00:04:05	0
-120.77	34.13	9753.6	-0.00276620360091329	-00:03:59	0
-121.72	31.47	10972.8	-0.00275462958961725	-00:03:58	0
-156.67	23.35	10058.4	-0.00273148156702518	-00:03:56	0
-127.49	30.21	10058.4	-0.00271990709006786	-00:03:55	0
-147.69	26.98	11582.4	-0.00271990709006786	-00:03:55	1
-145.26	30.38	10058.4	-0.00266203703358769	-00:03:50	1
-140.7	30.4	11582.4	-0.00263888854533434	-00:03:48	1
-155.03	22.77	10668	-0.00252314796671271	-00:03:38	0
-156.3	21.87	8290.56	-0.00246527744457126	-00:03:33	0
-126.44	31.7	10668	-0.00244212942197919	-00:03:31	1
-156.32	22.02	8778.24	-0.00243055541068316	-00:03:30	0
-124.51	36.47	10972.8	-0.00240740738809109	-00:03:28	0
-155	22.78	11277.6	-0.00239583337679505	-00:03:27	0
-156.52	22.65	9387.84	-0.00239583337679505	-00:03:27	0
-121.71	31.64	11582.4	-0.00228009279817343	-00:03:17	0
-120.83	34.08	7650.48	-0.00226851832121611	-00:03:16	0
-156.6	23.25	10668	-0.00214120373129845	-00:03:05	0
-140.7	30.4	10058.4	-0.00212962972000241	-00:03:04	1
-121.23	33.64	8747.76	-0.00211805570870638	-00:03:03	1
-156.67	23.47	10058.4	-0.00203703716397285	-00:02:56	0
-156.77	23.83	10668	-0.0019791666418314	-00:02:51	0
-154.97	22.82	10668	-0.00193287059664726	-00:02:47	0
-140.7	30.4	10668	-0.00187499960884452	-00:02:42	1
-156.37	21.85	8260.08	-0.00173611100763083	-00:02:30	0
-122.23	33.62	11582.4	-0.00167824048548937	-00:02:25	0
-156.62	23.23	10363.2	-0.0016550924628973	-00:02:23	0
-156.27	22.02	8412.48	-0.00163194444030523	-00:02:21	0
-120.71	34.11	9723.12	-0.00159722194075584	-00:02:18	0
-122.34	34.08	11582.4	-0.00152777740731835	-00:02:12	0
-154.97	22.78	10668	-0.00146990781649947	-00:02:07	0
-156.73	23.95	10668	-0.00128472223877907	-00:01:51	0
-154.45	20.75	10972.8	-0.00107638910412788	-00:01:33	0
-156.12	20.97	9814.56	-0.00105324108153582	-00:01:31	0
-122.35	34.05	11247.12	-9.72222536802292E-4	-00:01:24	0
-124.6	36.46	11277.6	-9.49074048548937E-4	-00:01:22	0
-147.2	29.39	11277.6	-9.02777537703514E-4	-00:01:18	1
-153.13	21.28	7924.8	-8.9120352640748E-4	-00:01:17	0
-124.57	36.47	8077.2	-8.21759458631277E-4	-00:01:11	0
-140.7	30.4	10058.4	-8.21759458631277E-4	-00:01:11	1
-136.07	40.99	10058.4	-8.10184981673956E-4	-00:01:10	1
-156.18	21.38	9265.92	-7.98610970377922E-4	-00:01:09	0
-122.3	34.05	11887.2	-7.98610970377922E-4	-00:01:09	0
-156.43	22.53	11582.4	-7.75462947785854E-4	-00:01:07	0
-120.47	33	8717.28	-7.40740913897753E-4	-00:01:04	0
-156.33	22.08	9784.08	-6.82870391756296E-4	-00:00:59	0
-156.45	22.38	10972.8	-6.2499986961484E-4	-00:00:54	0
-154.95	22.82	10972.8	-5.90277835726738E-4	-00:00:51	0
-129.79	30.81	11582.4	-5.90277835726738E-4	-00:00:51	1
-140.7	30.4	10972.8	-5.67129347473383E-4	-00:00:49	1
-154.92	22.83	10668	-4.51388768851757E-4	-00:00:39	0
-123.81	33.93	11582.4	-4.28240746259689E-4	-00:00:37	0
-154.93	22.68	9753.6	-3.93518712371588E-4	-00:00:34	0
-155.02	22.88	10668	-3.81944701075554E-4	-00:00:33	0
-123.44	36.91	6644.64	-3.81944235414267E-4	-00:00:33	1
-121.64	31.5	11277.6	-3.47222201526165E-4	-00:00:30	0
-123.87	34.04	11582.4	-2.19907145947218E-4	-00:00:19	0
-156.75	24	10668	-1.9675912335515E-4	-00:00:17	0
-154.68	21.73	11582.4	-3.47220338881016E-5	-00:00:03	0
-155.02	22.75	10972.8	2.31480225920677E-5	00:00:02	1
-133.74	33.24	11582.4	3.0092615634203E-4	00:00:26	1
-120.2	31.99	11551.92	3.47222201526165E-4	00:00:30	0
-124.36	33.94	10668	4.62963245809078E-4	00:00:40	1
-154.72	21.75	10058.4	5.6712981313467E-4	00:00:49	0
-123.05	31.23	11582.4	6.25000335276127E-4	00:00:54	0
-120.67	33.71	10149.84	6.36573880910873E-4	00:00:55	0
-122.02	32.98	11277.6	6.59722369164228E-4	00:00:57	0
-155	22.8	10058.4	6.59722369164228E-4	00:00:57	0
-156.3	21.98	9296.4	6.71296380460262E-4	00:00:58	0
-124.26	33.97	10972.8	6.9444440305233E-4	00:01:00	1
-154.92	22.82	10972.8	7.29166436940432E-4	00:01:03	1
-140.8	28.19	10363.2	8.33333469927311E-4	00:01:12	0
-131.87	34.92	10363.2	8.44907481223345E-4	00:01:13	0
-156.35	22.05	10058.4	8.56481492519379E-4	00:01:14	0
-140.7	30.4	10668	0.00100694410502911	00:01:27	1
-156.28	21.78	8199.12	0.00107638910412788	00:01:33	0
-153.4	22.73	8534.4	0.00125000020489097	00:01:48	0
-156.52	22.7	11582.4	0.00125000020489097	00:01:48	0
-120.6	33.43	8686.8	0.00131944473832846	00:01:54	0
-123.88	33.99	11277.6	0.00135416677221656	00:01:57	0
-154.97	22.8	10972.8	0.00141203682869673	00:02:02	0
-144.26	28.73	10668	0.00146990781649947	00:02:07	1
-120.68	33.69	10454.64	0.00148148136213422	00:02:08	0
-131.25	32.56	10058.4	0.00148148182779551	00:02:08	0
-120.46	32.99	11247.12	0.00160879641771317	00:02:19	0
-155.02	22.77	10363.2	0.00163194444030523	00:02:21	0
-120.72	33.89	9723.12	0.00175925903022289	00:02:32	0
-123.32	37.47	6065.52	0.00179398152977228	00:02:35	0
-156.38	22.08	9113.52	0.00193287059664726	00:02:47	0
-156.33	21.93	9448.8	0.0019444446079433	00:02:48	0
-126.45	37.56	10972.8	0.00208333320915699	00:03:00	0
-154.07	25.47	11582.4	0.00214120373129845	00:03:05	0
-154.93	22.82	11582.4	0.00222222227603197	00:03:12	0
-140.7	30.4	10363.2	0.00224537029862404	00:03:14	1
-121.63	31.52	11247.12	0.00226851832121611	00:03:16	0
-138.01	39.84	9448.8	0.00238425889983773	00:03:26	1
-153.37	22.73	10972.8	0.00238425936549902	00:03:26	1
-140.7	30.4	10058.4	0.00239583337679505	00:03:27	1
-125.25	36.08	11277.6	0.00251157395541668	00:03:37	1
-134.2	31.8	11887.2	0.00261574098840356	00:03:46	1
-138.03	29.2	11277.6	0.00266203703358769	00:03:50	0
-156.58	23.1	10363.2	0.00270833307877183	00:03:54	0
-140.7	30.4	10972.8	0.00271990709006786	00:03:55	1
-122.17	33.64	11582.4	0.00285879662260413	00:04:07	0
-153.4	22.75	10363.2	0.00293981470167637	00:04:14	0
-154.72	21.53	11582.4	0.00297453673556447	00:04:17	0
-156.55	22.88	10485.12	0.00298611121252179	00:04:18	0
-154.95	22.75	10058.4	0.00300925923511386	00:04:20	0
-137.46	32.81	11277.6	0.00303240725770593	00:04:22	0
-153.07	21.23	10058.4	0.00303240725770593	00:04:22	0
-153.42	22.73	10668	0.0031018522568047	00:04:28	0
-128.74	34.94	11887.2	0.00317129632458091	00:04:34	0
-139.79	38.76	10363.2	0.00326388888061047	00:04:42	1
-154.87	22.27	7924.8	0.00332175940275192	00:04:47	0
-122.42	34.55	10668	0.00336805544793606	00:04:51	0
-122.28	34.06	11582.4	0.00337962945923209	00:04:52	0
-132.5	32.25	10058.4	0.00339120347052813	00:04:53	1
-151.55	21.52	10972.8	0.00343749998137355	00:04:57	0
-123.85	34.11	11582.4	0.00348379649221897	00:05:01	0
-120.86	34.12	8382	0.00349537003785372	00:05:02	0
-155	22.78	8839.2	0.0036342591047287	00:05:14	0
-150.95	25.19	11277.6	0.00383101869374514	00:05:31	0
-140.7	30.4	10972.8	0.00386574119329453	00:05:34	1
-124.25	33.97	10668	0.00391203723847866	00:05:38	1
-138.95	31.17	11277.6	0.00392361078411341	00:05:39	1
-140.7	30.4	10668	0.00394675927236676	00:05:41	1
-140.7	30.4	10668	0.0039583332836628	00:05:42	1
-121.3	33.57	7985.76	0.00398148177191615	00:05:44	1
-153.12	21.72	10668	0.0039930553175509	00:05:45	0
-125.19	36.06	11582.4	0.0039930553175509	00:05:45	1
-152.27	24.43	11582.4	0.00406249985098839	00:05:51	0
-122.03	33.02	11582.4	0.00407407386228442	00:05:52	0
-129.22	33.04	10363.2	0.00408564787358046	00:05:53	1
-140.7	30.4	11277.6	0.00413194438442588	00:05:57	1
-128.32	33.23	10668	0.00422453694045544	00:06:05	0
-144.37	28.42	10972.8	0.00422453694045544	00:06:05	1
-139.43	28.7	9753.6	0.00429398147389293	00:06:11	0
-154.98	22.83	10668	0.00430555548518896	00:06:12	0
-153.22	22.05	10668	0.00438657402992249	00:06:19	0
-119.4	34.33	7040.88	0.00442129652947187	00:06:22	0
-156.28	21.38	8991.6	0.00442129652947187	00:06:22	0
-139.43	28.7	10363.2	0.00450231460854411	00:06:29	0
-139.43	28.7	9753.6	0.00458333315327764	00:06:36	0
-156.33	22.13	9326.88	0.00459490763023496	00:06:37	0
-139.43	28.7	10972.8	0.00474537024274468	00:06:50	0
-156.22	21.83	8534.4	0.00500000035390258	00:07:12	0
-156.38	21.97	8961.12	0.00502314837649465	00:07:14	0
-156.28	21.9	8900.16	0.00503472238779068	00:07:15	0
-142.93	30.42	11277.6	0.00505787041038275	00:07:17	0
-123.1	31.22	11856.72	0.00510416692122817	00:07:21	0
-126.88	33.62	9448.8	0.00518518500030041	00:07:28	0
-154.98	22.8	10058.4	0.00524305552244186	00:07:33	0
-123.19	36.96	11277.6	0.00526620401069522	00:07:35	0
-124.78	37.07	10424.16	0.00531249959021807	00:07:39	0
-154.92	22.83	10363.2	0.00531250005587935	00:07:39	0
-120.72	33.7	9387.84	0.00539351860061288	00:07:46	0
-154.68	21.68	10058.4	0.00546296266838908	00:07:52	0
-154.77	21.53	11277.6	0.00546296313405037	00:07:52	0
-154.63	21.12	9144	0.00549768516793847	00:07:55	0
-121.26	35.74	10058.4	0.00556712970137596	00:08:01	0
-120.27	32.3	10058.4	0.00559027818962932	00:08:03	0
-153.89	24.52	11277.6	0.00571759277954698	00:08:14	0
-156.65	23.27	10058.4	0.00576388882473111	00:08:18	0
-120.77	34.05	8107.68	0.00577546283602715	00:08:19	0
-119.61	35.23	11277.6	0.00578703684732318	00:08:20	0
-137.89	39.92	9448.8	0.00585648138076067	00:08:26	1
-156.48	22.6	9144	0.00600694445893168	00:08:39	0
-156.3	22	10576.56	0.00605324096977711	00:08:43	0
-139.43	28.7	10363.2	0.00631944462656975	00:09:06	0
-149.77	26.92	10972.8	0.00634259264916182	00:09:08	0
-123.51	32.71	11887.2	0.00637731468304992	00:09:11	0
-119.53	35.12	10820.4	0.00646990723907948	00:09:19	0
-156.28	21.8	11887.2	0.0065162037499249	00:09:23	0
-120.79	34.08	7772.4	0.0065856478177011	00:09:29	0
-123.37	32.46	10972.8	0.00659722229465842	00:09:30	0
-123.42	32.37	10027.92	0.00662037031725049	00:09:32	0
-156.5	22.73	10668	0.00663194432854652	00:09:33	0
-120.72	33.64	10058.4	0.00677083339542151	00:09:45	0
-156.22	21.57	9662.16	0.00686342595145106	00:09:53	0
-124.52	33.07	10363.2	0.00696759251877666	00:10:02	1
-121.06	35.13	9753.6	0.00711805559694767	00:10:15	0
-127.59	33.39	11582.4	0.00714120408520103	00:10:17	1
-122.42	34.53	11887.2	0.00715277809649706	00:10:18	0
-120.69	33.62	10637.52	0.0074189817532897	00:10:41	0
-120.39	32.7	9631.68	0.00769675895571709	00:11:05	0
-124.33	33.98	10668	0.00773148145526648	00:11:08	1
-122.06	32.94	11277.6	0.00778935197740793	00:11:13	0
-120.54	33.57	9387.84	0.00783564802259207	00:11:17	0
-122.99	35.95	10363.2	0.00783564848825336	00:11:17	0
-152.3	24.41	10972.8	0.00788194453343749	00:11:21	0
-156.3	21.87	8595.36	0.00789351854473352	00:11:22	0
-145.74	29.05	10972.8	0.00797453662380576	00:11:29	0
-156.33	21.95	8534.4	0.00798611110076308	00:11:30	0
-132.5	42.15	10668	0.00802083313465118	00:11:33	0
-139.86	38.72	9448.8	0.00805555563420057	00:11:36	1
-156.63	23.3	11277.6	0.00812500016763806	00:11:42	0
-120.84	34.22	7315.2	0.00815972220152617	00:11:45	0
-124.52	36.5	11887.2	0.00825231475755572	00:11:53	0
-129.03	41.01	10668	0.00826388876885176	00:11:54	0
-140.7	30.4	9448.8	0.00826388876885176	00:11:54	1
-156.08	20.88	8534.4	0.00841435184702277	00:12:07	0
-122.02	33	11277.6	0.00841435184702277	00:12:07	0
-120.86	34.28	9357.36	0.00847222236916423	00:12:12	0
-156.28	21.82	11582.4	0.00857638893648982	00:12:21	0
-126.17	36.68	9753.6	0.00859953695908189	00:12:23	0
-120.81	34.06	10027.92	0.00861111097037792	00:12:24	0
-151.17	26.13	10972.8	0.00865740748122334	00:12:28	0
-154.97	22.8	10668	0.00866898149251938	00:12:29	0
-127.31	35.38	10972.8	0.00879629608243704	00:12:40	0
-154.85	21.7	11887.2	0.00895833317190409	00:12:54	0
-120.58	33.57	8229.6	0.00898148119449615	00:12:56	0
-140.7	30.4	9448.8	0.00898148166015744	00:12:56	1
-124.55	36.45	9753.6	0.00901620369404554	00:12:59	0
-128.67	34.97	11277.6	0.00913194427266717	00:13:09	1
-154.9	22.82	10972.8	0.00922453729435802	00:13:17	0
-154.98	22.77	10668	0.00924768531695008	00:13:19	0
-156.22	21.37	8839.2	0.00927083333954215	00:13:21	0
-154.97	22.82	11277.6	0.00935185188427567	00:13:28	0
-154.57	20.93	10058.4	0.00939814792945981	00:13:32	0
-124.34	34	11582.4	0.00956018548458815	00:13:46	1
-156.3	22.08	8595.36	0.00960648152977228	00:13:50	0
-123.16	32.59	10668	0.00964120402932167	00:13:53	1
-155.44	24.48	9448.8	0.00969907408580184	00:13:58	0
-121.75	31.84	10668	0.0097569446079433	00:14:03	0
-123.32	37.46	7254.24	0.00994212972000241	00:14:19	0
-154.98	22.78	10668	0.010034722276032	00:14:27	0
-156.67	23.42	10668	0.010046296287328	00:14:28	0
-152.22	24.47	11277.6	0.010057870298624	00:14:29	0
-120.54	32.98	10058.4	0.0100925927981734	00:14:32	0
-124.33	33.96	10972.8	0.0101157408207655	00:14:34	1
-139.43	28.7	11277.6	0.010185185354203	00:14:40	0
-156.42	21.98	8930.64	0.0102546294219792	00:14:46	0
-124.5	36.39	10058.4	0.0102662038989365	00:14:47	0
-156.33	21.8	8229.6	0.010335648432374	00:14:53	0
-139.43	28.7	10668	0.0103587959893048	00:14:55	0
-125.24	36.11	11430	0.0104166669771075	00:15:00	1
-156.1	21.38	10058.4	0.0104513890109956	00:15:03	0
-122.24	33.99	11338.56	0.0104745370335877	00:15:05	0
-156.48	22.57	8290.56	0.0105439815670252	00:15:11	0
-121.68	31.5	11887.2	0.0105555555783212	00:15:12	0
-155.02	22.77	10972.8	0.0105555555783212	00:15:12	0
-156.2	21.38	8412.48	0.0106597221456468	00:15:21	0
-124.31	34.02	9753.6	0.0106712961569428	00:15:22	1
-155.17	23.58	11582.4	0.0107060186564922	00:15:25	0
-156.65	23.53	10668	0.0107407406903803	00:15:28	0
-156.35	21.97	9387.84	0.0107523147016764	00:15:29	0
-122.2	33.53	10332.72	0.0108796297572553	00:15:40	0
-140.9	29.76	9448.8	0.0109837963245809	00:15:49	1
-156.3	21.8	10515.6	0.0110300928354263	00:15:53	0
-122.3	34.18	11887.2	0.0110879628919065	00:15:58	0
-156.37	21.97	8686.8	0.011157407425344	00:16:04	0
-156.48	22.55	11277.6	0.0112152779474854	00:16:09	0
-156.3	22.12	9601.2	0.0112615739926696	00:16:13	0
-125.96	35.78	12496.8	0.0112847220152617	00:16:15	0
-153.18	21.68	11277.6	0.0113425925374031	00:16:20	0
-156.52	23.13	10058.4	0.0113425925374031	00:16:20	0
-156.33	21.93	9174.48	0.0114120370708406	00:16:26	0
-122.29	33.9	11582.4	0.0114236115477979	00:16:27	0
-123.84	33.91	11582.4	0.0114351850934327	00:16:28	0
-156.47	22.65	10668	0.0115972221828997	00:16:42	0
-120.37	32.46	10668	0.0116087961941957	00:16:43	0
-156.15	21.28	8991.6	0.0116203706711531	00:16:44	0
-121.98	32.67	11277.6	0.0116319442167878	00:16:45	0
-153.9	24.52	11582.4	0.0116898147389293	00:16:50	0
-120.63	33.31	10972.8	0.0117476852610707	00:16:55	0
-120.67	33.71	9509.76	0.0117592592723668	00:16:56	0
-156.4	22.47	9753.6	0.0117939817719162	00:16:59	0
-156.72	21.75	8168.64	0.0118055553175509	00:17:00	1
-156.25	21.92	10210.8	0.0118171293288469	00:17:01	0
-120.21	31.98	10363.2	0.0119097223505378	00:17:09	0
-156.33	22.13	10454.64	0.0119675928726792	00:17:14	0
-121.27	35.81	11277.6	0.0121064814738929	00:17:26	0
-156.37	21.98	9509.76	0.0122337965294719	00:17:37	0
-123.33	37.48	6918.96	0.0122453700751066	00:17:38	0
-155	22.78	10668	0.0123842591419816	00:17:50	0
-156.28	22	8473.44	0.0123958331532776	00:17:51	0
-133.17	35.53	11887.2	0.0124189811758697	00:17:53	1
-156.28	21.87	10149.84	0.0124189811758697	00:17:53	0
-153.58	23.66	10363.2	0.0125347222201526	00:18:03	0
-140.7	30.4	10972.8	0.0125347222201526	00:18:03	1
-118.99	33.18	9144	0.0125925927422941	00:18:08	0
-155.03	22.75	11277.6	0.0127777778543532	00:18:24	0
-134.97	39.42	10058.4	0.0128009258769453	00:18:26	1
-140.7	30.4	10668	0.0128472223877907	00:18:30	1
-133.82	30.6	11582.4	0.0129050929099321	00:18:35	0
-120.79	34.1	8686.8	0.0130092590115964	00:18:44	0
-156.3	21.85	8625.84	0.0130092590115964	00:18:44	0
-155.13	23.13	11277.6	0.0130324074998498	00:18:46	0
-124.25	34.03	10637.52	0.0130902780219913	00:18:51	1
-156.37	22.42	10668	0.0131828705780208	00:18:59	0
-122.3	34.06	11582.4	0.0132638891227543	00:19:06	0
-120.23	31.97	10668	0.0132754631340504	00:19:07	0
-123.81	34.04	11277.6	0.0132986111566424	00:19:09	0
-122.16	33.55	10668	0.0133217591792345	00:19:11	0
-122.16	33.64	10058.4	0.0134490742348135	00:19:22	0
