longitude	latitude	flightaltitude	timediff, dayfrac	timediff, hh:mm:ss	day=0/night=1
-154.92	22.27	12192	-0.0831018518656492	-01:59:40	0
-153.15	21.32	11582.4	-0.0830671293660998	-01:59:37	0
-156.35	21.77	8930.64	-0.0829745372757316	-01:59:29	0
-156.75	21.72	7071.36	-0.0829513887874782	-01:59:27	1
-156.43	22.47	10363.2	-0.082893518730998	-01:59:22	0
-153.45	22.75	11277.6	-0.0827777776867151	-01:59:12	0
-153.67	21.98	10668	-0.0825578700751066	-01:58:53	1
-156.1	20.92	8534.4	-0.0825000000186265	-01:58:48	0
-140.7	30.4	10363.2	-0.0821759263053536	-01:58:20	1
-154.83	22.23	11582.4	-0.0821180557832122	-01:58:15	0
-156.53	23.02	10820.4	-0.0820370372384787	-01:58:08	0
-156.82	21.7	7223.76	-0.0819907407276332	-01:58:04	1
-140.7	30.4	11277.6	-0.0819560186937451	-01:58:01	1
-140.7	30.4	10972.8	-0.0817824075929821	-01:57:46	1
-124.8	37.06	9753.6	-0.0817361110821366	-01:57:42	0
-133.77	30.61	9144	-0.0816898145712912	-01:57:38	0
-154.49	27.1	10972.8	-0.0816550925374031	-01:57:35	0
-155.4	24.62	10972.8	-0.0815740739926696	-01:57:28	0
-156.45	22.87	10972.8	-0.0815509259700775	-01:57:26	0
-156.73	21.62	8564.88	-0.0815509259700775	-01:57:26	1
-155.43	24.6	10363.2	-0.0815277779474854	-01:57:24	0
-138.03	29.2	11582.4	-0.081331018358469	-01:57:07	0
-145.05	26.48	10972.8	-0.0812962963245809	-01:57:04	0
-156.28	21.82	8534.4	-0.0812615738250315	-01:57:01	0
-154.83	22.9	11247.12	-0.0811689817346632	-01:56:53	1
-147.8	26.93	11582.4	-0.0811574077233672	-01:56:52	1
-139.43	28.7	10668	-0.0811111107468605	-01:56:48	0
-140.7	30.4	11277.6	-0.0810879631899297	-01:56:46	1
-156.1	20.88	11582.4	-0.081030092202127	-01:56:41	0
-154.85	22.18	11369.04	-0.0808912036009133	-01:56:29	0
-154.87	22.27	10363.2	-0.0808912036009133	-01:56:29	0
-156.27	21.82	9753.6	-0.0807870370335877	-01:56:20	0
-156.28	21.82	9936.48	-0.0806481479667127	-01:56:08	0
-140.77	30.38	11643.36	-0.0805902779102325	-01:56:03	1
-156.45	22.38	10454.64	-0.0805439813993871	-01:55:59	0
-156.25	21.83	10302.24	-0.0804398148320615	-01:55:50	0
-154.98	22.8	9448.8	-0.0803935183212161	-01:55:46	1
-140.7	30.4	11582.4	-0.0803819443099201	-01:55:45	1
-143.87	33.96	10668	-0.080358796287328	-01:55:43	0
-156.08	20.88	7924.8	-0.0800694446079433	-01:55:18	0
-144.27	28.46	10668	-0.0800347221083939	-01:55:15	1
-140.7	30.4	11277.6	-0.0800231480970979	-01:55:14	1
-140.7	30.4	11887.2	-0.0799189815297723	-01:55:05	1
-156.73	21.8	7863.84	-0.0798726850189269	-01:55:01	1
-153.48	22.72	10363.2	-0.0798611110076308	-01:55:00	0
-132.14	30.13	11277.6	-0.0798148149624467	-01:54:56	0
-145.06	25.48	11887.2	-0.0798148144967854	-01:54:56	1
-153.47	22.7	10668	-0.0796064813621342	-01:54:38	0
-139.43	28.7	11277.6	-0.0795949073508382	-01:54:37	0
-154.85	22.28	10058.4	-0.0793634257279336	-01:54:17	0
-126.21	36.68	11277.6	-0.0793634257279336	-01:54:17	0
-152	23.3	11277.6	-0.0793171296827495	-01:54:13	0
-140.7	30.4	11277.6	-0.0792129631154239	-01:54:04	1
-155.2	23.47	10363.2	-0.0791898146271706	-01:54:02	0
-149.08	30.05	10058.4	-0.0791319441050291	-01:53:57	0
-156.83	24.4	9144	-0.079108796082437	-01:53:55	0
-156.73	23.55	10363.2	-0.0789583334699273	-01:53:42	0
-134.45	32.98	12192	-0.0787499998696148	-01:53:24	0
-154.87	22.27	11277.6	-0.0786226852796972	-01:53:13	0
-153.48	22.7	10972.8	-0.0784722222015262	-01:53:00	1
-156.87	24.27	9144	-0.0784143516793847	-01:52:55	0
-153.6	21.97	10668	-0.0781712960451841	-01:52:34	1
-156.28	21.82	10119.36	-0.0781597220338881	-01:52:33	0
-154.83	22.22	10972.8	-0.077974536921829	-01:52:17	0
-156.8	21.67	7040.88	-0.077974536921829	-01:52:17	1
-156.43	22.38	10149.84	-0.0778703703545034	-01:52:08	0
-153.43	22.68	9753.6	-0.0778472223319113	-01:52:06	0
-145.7	29.07	11582.4	-0.0778009258210659	-01:52:02	0
-156.25	21.82	10058.4	-0.0777546293102205	-01:51:58	0
-148.19	32.7	11582.4	-0.0776967592537403	-01:51:53	0
-153.72	27.84	11277.6	-0.0776388887315989	-01:51:48	1
-144.64	24.54	10668	-0.0772916665300727	-01:51:18	0
-155.27	21.63	10576.56	-0.0770717589184642	-01:50:59	1
-156.27	21.78	9144	-0.0769212963059545	-01:50:46	0
-139.43	28.7	11887.2	-0.0768171297386289	-01:50:37	0
-155.17	23.58	10972.8	-0.0768171297386289	-01:50:37	0
-137.82	28.28	10058.4	-0.0768055557273328	-01:50:36	0
-156.72	21.77	6675.12	-0.0766203706152737	-01:50:20	1
-153.4	22.62	10363.2	-0.0766087961383164	-01:50:19	1
-134.07	42.09	10668	-0.0765277780592442	-01:50:12	0
-139.66	23.12	10363.2	-0.0765046295709908	-01:50:10	0
-156.92	24.52	10363.2	-0.0764120370149612	-01:50:02	0
-154.9	22.85	9448.8	-0.0763078699819744	-01:49:53	1
-154.85	22.27	10668	-0.0761689813807607	-01:49:41	0
-156.23	21.82	10363.2	-0.0761342593468726	-01:49:38	0
-154.85	22.28	12192	-0.0759375002235174	-01:49:21	0
-155.15	23.7	10972.8	-0.0759375002235174	-01:49:21	0
-149.63	31.5	10058.4	-0.0759143522009254	-01:49:19	1
-123.13	36.55	10363.2	-0.075902777723968	-01:49:18	0
-156.35	21.78	10789.92	-0.0758564816787839	-01:49:14	0
-156.3	21.8	9326.88	-0.0758449072018266	-01:49:13	0
-140.65	30.42	11582.4	-0.0757870371453464	-01:49:08	1
-156.95	24.38	10363.2	-0.0757175926119089	-01:49:02	0
-139.43	28.7	9753.6	-0.0756712961010635	-01:48:58	0
-153.12	21.32	10363.2	-0.0756250000558794	-01:48:54	0
-152.53	25.33	10363.2	-0.0755324074998498	-01:48:46	0
-154.6	24.05	10972.8	-0.0754976850003004	-01:48:43	1
-130.61	30.58	11277.6	-0.0754861114546657	-01:48:42	0
-153.07	21.27	12192	-0.0751620368100703	-01:48:14	0
-153.4	22.7	11277.6	-0.0751157407648861	-01:48:10	0
-154.93	22.23	12192	-0.0749537036754191	-01:47:56	0
-156.72	21.78	7589.52	-0.0748379626311362	-01:47:46	1
-139.43	28.7	10668	-0.07476851856336	-01:47:40	0
-150.63	23.97	11277.6	-0.0746759260073304	-01:47:32	0
-155.18	23.5	11277.6	-0.0744675928726792	-01:47:14	0
-154.85	22.27	10972.8	-0.0743055557832122	-01:47:00	0
-155.03	22.77	8229.6	-0.073807870503515	-01:46:17	0
-137.16	25.57	10972.8	-0.0737268519587815	-01:46:10	0
-154.92	22.25	10972.8	-0.0735416663810611	-01:45:54	0
-156.07	20.77	9052.56	-0.0734953703358769	-01:45:50	0
-154.9	22.25	10363.2	-0.0734722223132849	-01:45:48	0
-156.38	22.43	11277.6	-0.0734606483019888	-01:45:47	0
-154.85	22.28	10058.4	-0.0733796297572553	-01:45:40	0
-156.63	22.22	9906	-0.0732870372012258	-01:45:32	1
-156.52	22.33	11003.28	-0.0732523147016764	-01:45:29	1
-140.7	30.4	11277.6	-0.073217592202127	-01:45:26	1
-153.37	22.73	12192	-0.0731828706339002	-01:45:23	0
-140.7	30.4	11277.6	-0.0730555555783212	-01:45:12	1
-154.95	22.82	10058.4	-0.0730555551126599	-01:45:12	1
-144.3	28.45	10668	-0.0729861110448837	-01:45:06	1
-151.6	27.97	10972.8	-0.0729513890109956	-01:45:03	0
-156.77	21.77	8168.64	-0.0726157403551042	-01:44:34	1
-129.77	33.08	11277.6	-0.0726041668094695	-01:44:33	0
-156.62	22.23	10393.68	-0.072546296287328	-01:44:28	1
-149.8	31.36	8839.2	-0.0725115742534399	-01:44:25	1
-156.72	21.78	7772.4	-0.0723726851865649	-01:44:13	1
-155.1	22.18	11582.4	-0.0723379626870155	-01:44:10	1
-154.88	22.28	9753.6	-0.0722453705966473	-01:44:02	0
-145.69	34.67	10058.4	-0.0722337961196899	-01:44:01	1
-155.1	22.13	10972.8	-0.0722222225740552	-01:44:00	1
-150.23	23.13	11277.6	-0.0721527780406177	-01:43:54	1
-156.62	22.23	9784.08	-0.0721412040293217	-01:43:53	1
-139.43	28.7	9144	-0.0720833335071802	-01:43:48	0
-141.92	31.98	10668	-0.0720717590302229	-01:43:47	0
-156.3	21.82	6797.04	-0.0720254629850388	-01:43:43	0
-140.7	30.4	11277.6	-0.0720254629850388	-01:43:43	1
-143.63	27.07	11887.2	-0.0717939813621342	-01:43:23	0
-144.4	28.41	11887.2	-0.0717824073508382	-01:43:22	1
-156.43	22.38	8534.4	-0.0717245368286967	-01:43:17	0
-155.15	23.58	11277.6	-0.0716898147948086	-01:43:14	0
-154.97	22.67	11582.4	-0.0716782407835126	-01:43:13	0
-154.85	22.25	10363.2	-0.0716087962500751	-01:43:07	0
-134.87	29.28	10972.8	-0.0712847225368023	-01:42:39	1
-150.56	21.98	11277.6	-0.0711574074812233	-01:42:28	1
-155.17	23.58	8839.2	-0.0710532409138978	-01:42:19	0
-149.08	30.05	6096	-0.0710300924256444	-01:42:17	0
-152.95	20.62	11582.4	-0.0709606478922069	-01:42:11	0
-146.49	32.06	10668	-0.0708796298131347	-01:42:04	0
-136.57	28.72	10668	-0.0708217592909932	-01:41:59	1
-155.17	23.63	11582.4	-0.0707754632458091	-01:41:55	0
-154.88	22.85	11277.6	-0.0706712962128222	-01:41:46	1
-156.33	21.77	11338.56	-0.0705555556342006	-01:41:36	0
-123.39	37.56	7985.76	-0.0703356480225921	-01:41:17	0
-138.56	31.33	11582.4	-0.0702546294778585	-01:41:10	0
-154.63	21.08	10972.8	-0.0701967594213784	-01:41:05	0
-140.7	30.4	11277.6	-0.0700925923883915	-01:40:56	1
-136.47	28.75	9753.6	-0.0699768518097699	-01:40:46	1
-155.05	22.13	10972.8	-0.0699652777984738	-01:40:45	1
-140.22	31.66	11277.6	-0.0699421297758818	-01:40:43	0
-149.08	30.05	6400.8	-0.0699074072763324	-01:40:40	0
-137.19	31.9	10668	-0.0698842592537403	-01:40:38	0
-136.58	29.7	11582.4	-0.0698726852424443	-01:40:37	0
-156.53	22.83	8900.16	-0.0696412036195397	-01:40:17	0
-131.24	32.57	11277.6	-0.0696296296082437	-01:40:16	0
-148.58	23.92	11887.2	-0.0696180555969477	-01:40:15	1
-155.13	23.58	11582.4	-0.0695949075743556	-01:40:13	0
-126.39	37.54	10972.8	-0.0695717590861022	-01:40:11	0
-156.3	21.82	9326.88	-0.0694328704848886	-01:39:59	0
-153.38	22.72	10058.4	-0.0692361113615334	-01:39:42	0
-154.8	22.3	11582.4	-0.069189814850688	-01:39:38	0
-155.07	22.73	9448.8	-0.0691435188055038	-01:39:34	1
-153.05	21.27	10972.8	-0.0690972222946584	-01:39:30	0
-153.4	22.73	10668	-0.0688541666604579	-01:39:09	0
-149.68	26.65	11277.6	-0.0687500000931323	-01:39:00	0
-147.87	25.25	10363.2	-0.0686458330601454	-01:38:51	0
-156.47	22.4	10332.72	-0.0685185184702277	-01:38:40	0
-156.55	23.18	11582.4	-0.0684953699819744	-01:38:38	0
-140.7	30.4	11277.6	-0.0684722219593823	-01:38:36	1
-156.23	21.82	10393.68	-0.0681018517352641	-01:38:04	0
-138.39	30.59	12496.8	-0.0679166666232049	-01:37:48	0
-156.58	23.05	11582.4	-0.067800925578922	-01:37:38	0
-155.1	23.57	10972.8	-0.0677893520332873	-01:37:37	0
-129.44	31.86	10058.4	-0.0677662035450339	-01:37:35	0
-153.38	22.72	11277.6	-0.0677546295337379	-01:37:34	0
-144.26	28.47	10058.4	-0.0677546295337379	-01:37:34	1
-152	23.31	9753.6	-0.0677314815111458	-01:37:32	0
-156.32	21.8	8534.4	-0.0677083334885538	-01:37:30	0
-153.43	22.72	10972.8	-0.0676504629664123	-01:37:25	0
-156.43	22.38	9235.44	-0.0676388889551163	-01:37:24	0
-156.38	22.45	10972.8	-0.067638888489455	-01:37:24	0
-139.43	28.7	11582.4	-0.0675115743651986	-01:37:13	0
-146.02	23.98	10668	-0.0675115738995373	-01:37:13	0
-155.2	23.63	9144	-0.0673726852983236	-01:37:01	0
-153.48	22.7	10363.2	-0.0671990741975605	-01:36:46	0
-148.38	30.61	9448.8	-0.0671527776867151	-01:36:42	1
-126.42	37.57	10363.2	-0.0670833336189389	-01:36:36	0
-156.75	21.75	8046.72	-0.0670370371080935	-01:36:32	1
-156.27	21.82	9174.48	-0.066967592574656	-01:36:26	0
-150.69	23.94	10363.2	-0.0668287039734423	-01:36:14	0
-154.9	22.85	11277.6	-0.066828703507781	-01:36:14	1
-154.78	22.3	10363.2	-0.0667361109517515	-01:36:06	0
-156.08	20.87	8534.4	-0.0666203703731298	-01:35:56	0
-154.15	25.74	10972.8	-0.0665393518283963	-01:35:49	0
-153.37	22.73	10972.8	-0.0663773147389293	-01:35:35	0
-146.53	32.03	10668	-0.0663541667163372	-01:35:33	0
-156.28	21.82	10363.2	-0.0662615741603076	-01:35:25	0
-155.42	24.62	8534.4	-0.0661111110821366	-01:35:12	0
-155.45	24.57	10972.8	-0.0661111110821366	-01:35:12	0
-126.22	36.67	10637.52	-0.0660763890482485	-01:35:09	0
-139.02	31.13	9753.6	-0.0660648150369525	-01:35:08	1
-133.69	30.63	11887.2	-0.0660648145712912	-01:35:08	0
-156.75	21.65	7894.32	-0.0659722224809229	-01:35:00	1
-154.62	21.1	11582.4	-0.0659722224809229	-01:35:00	0
-140.65	30.43	11582.4	-0.0659259259700775	-01:34:56	1
-154.82	22.3	11582.4	-0.0659143519587815	-01:34:55	0
-153.38	22.75	9448.8	-0.0658796294592321	-01:34:52	0
-153.42	22.7	12192	-0.0657754633575678	-01:34:43	0
-155.47	24.52	10972.8	-0.0656828703358769	-01:34:35	0
-156.3	21.8	8503.92	-0.0656365742906928	-01:34:31	0
-155.22	23.47	12192	-0.0656249998137355	-01:34:30	0
-126.1	36.73	10972.8	-0.0655902777798474	-01:34:27	0
-153.1	21.32	9753.6	-0.065555555280298	-01:34:24	0
-150.26	29.09	11277.6	-0.0654976852238178	-01:34:19	1
-156.75	21.75	7071.36	-0.0654513891786337	-01:34:15	1
-139.43	28.7	10363.2	-0.065405092202127	-01:34:11	0
-137.84	28.28	10972.8	-0.0651388885453343	-01:33:48	0
-147.7	26.98	8839.2	-0.0651157405227423	-01:33:46	1
-156.32	21.8	8747.76	-0.0649652779102325	-01:33:33	0
-146.77	36.5	10058.4	-0.0648958333767951	-01:33:27	1
-142.59	29.13	10668	-0.0648611108772457	-01:33:24	1
-156.08	20.87	10820.4	-0.0647569443099201	-01:33:15	0
-154.83	22.28	11277.6	-0.0646064816974103	-01:33:02	0
-156.27	21.82	9692.64	-0.0645486111752689	-01:32:57	0
-141.54	26.91	10363.2	-0.0644212961196899	-01:32:46	1
-154.8	22.28	12496.8	-0.0642939815297723	-01:32:35	0
-153.43	22.57	12192	-0.0642939815297723	-01:32:35	0
-154.88	22.27	11277.6	-0.0642824075184762	-01:32:34	0
-148.5	23.94	11277.6	-0.0642824075184762	-01:32:34	1
-154.87	22.27	11582.4	-0.0642361110076308	-01:32:30	0
-153.4	22.73	11582.4	-0.0641319444403052	-01:32:21	0
-154.83	22.3	11277.6	-0.0641203704290092	-01:32:20	0
-143.02	30.38	11186.16	-0.0640856483951211	-01:32:17	0
-147.79	26.93	10058.4	-0.0639236108399928	-01:32:03	1
-120.2	32	9966.96	-0.0638425927609205	-01:31:56	0
-155	22.8	10668	-0.0638078702613711	-01:31:53	1
-138.97	31.02	11582.4	-0.063750000204891	-01:31:48	1
-144.28	28.73	11277.6	-0.0637499997392297	-01:31:48	1
-155.43	24.57	11582.4	-0.0637152777053416	-01:31:45	0
-149.28	24.62	11277.6	-0.0636574076488614	-01:31:40	0
-154.85	22.3	11887.2	-0.0636342591606081	-01:31:38	0
-155.47	24.58	10972.8	-0.0635532406158745	-01:31:31	0
-155.03	22.22	10972.8	-0.0635416666045785	-01:31:30	1
-136.99	31.01	10058.4	-0.0634375000372529	-01:31:21	0
-156.43	22.4	11277.6	-0.0634259255602956	-01:31:20	0
-153.43	22.68	12192	-0.0633912035264075	-01:31:17	0
-137.86	28.27	9753.6	-0.06332175899297	-01:31:11	0
-140.7	30.4	11277.6	-0.0630555553361773	-01:30:48	1
-147.85	26.9	10972.8	-0.0630092592909932	-01:30:44	1
-124.52	33.07	10972.8	-0.0628703702241182	-01:30:32	1
-154.83	22.17	11277.6	-0.0627430556342006	-01:30:21	0
-154.9	22.82	10972.8	-0.0627430551685393	-01:30:21	1
-129.72	32.92	11582.4	-0.0627314816229045	-01:30:20	0
-156.52	22.95	11582.4	-0.062337962910533	-01:29:46	0
-140.8	28.19	13106.4	-0.0622222223319113	-01:29:36	0
-156.08	20.88	10271.76	-0.0621643522754312	-01:29:31	0
-139.43	28.7	11277.6	-0.0618634261190891	-01:29:05	0
-153.38	22.72	9052.56	-0.0618402776308358	-01:29:03	0
-154.85	22.28	10363.2	-0.0617939815856516	-01:28:59	0
-145.68	34.67	10058.4	-0.06167824100703	-01:28:49	1
-146.48	25.86	10972.8	-0.0614467593841255	-01:28:29	1
-139.43	28.7	10363.2	-0.06140046287328	-01:28:25	0
-155.03	22.75	10668	-0.0613078707829118	-01:28:17	1
-137.48	32.81	11277.6	-0.0610416666604579	-01:27:54	0
-154.92	22.85	10058.4	-0.0607175924815238	-01:27:26	1
-155.18	23.5	10972.8	-0.0606597224250436	-01:27:21	0
-120.69	33.66	10668	-0.0605208333581686	-01:27:09	0
-123.35	37.66	6065.52	-0.0605092588812113	-01:27:08	0
-156.85	21.62	6827.52	-0.0604629628360271	-01:27:04	1
-139.23	27.78	10058.4	-0.0596180553548038	-01:25:51	0
-138.93	37.84	10668	-0.0595717593096197	-01:25:47	0
-143.5	31.25	11887.2	-0.0594097222201526	-01:25:33	1
-149.08	30.05	11369.04	-0.0593749997206032	-01:25:30	0
-155.2	23.58	10668	-0.0593634261749685	-01:25:29	0
-127.56	36.28	11887.2	-0.0592476851306856	-01:25:19	0
-141.92	31.98	10363.2	-0.0590972220525146	-01:25:06	0
-141.62	26.88	10668	-0.0590625000186265	-01:25:03	1
-152.97	26.8	11582.4	-0.059004629496485	-01:24:58	0
-154.55	24.05	10972.8	-0.0589467594400048	-01:24:53	1
-153.03	21.27	10668	-0.0586921297945082	-01:24:31	0
-134.41	32.99	11277.6	-0.0586805553175509	-01:24:30	0
-150.64	23.96	10363.2	-0.0586689813062549	-01:24:29	0
-154.6	20.97	10972.8	-0.0586342592723668	-01:24:26	0
-126.44	37.34	10363.2	-0.0585648147389293	-01:24:20	0
-151.32	24.98	9448.8	-0.0585532407276332	-01:24:19	1
-146.41	32.12	10058.4	-0.0582986110821366	-01:23:57	1
-144.27	28.46	11582.4	-0.0582870370708406	-01:23:56	1
-138.02	29.2	11582.4	-0.0581944440491498	-01:23:48	0
-153.35	22.75	11582.4	-0.0581597224809229	-01:23:45	0
-145.7	29.07	10972.8	-0.0579745369032025	-01:23:29	1
-153.38	22.77	10972.8	-0.0579745369032025	-01:23:29	1
-155.12	22.18	10485.12	-0.0579398148693144	-01:23:26	1
-155.42	24.6	11277.6	-0.0579166668467224	-01:23:24	0
-145.62	34.72	10972.8	-0.057905092369765	-01:23:23	0
-156.53	22.95	11277.6	-0.0577777777798474	-01:23:12	0
-154.85	22.28	10972.8	-0.0571412038989365	-01:22:17	0
-139.43	28.7	9448.8	-0.0571296298876405	-01:22:16	0
-139.43	28.7	9448.8	-0.0571180558763444	-01:22:15	0
-154.83	22.25	10363.2	-0.0570833333767951	-01:22:12	0
-153.48	22.68	11277.6	-0.0569791668094695	-01:22:03	0
-139.28	30.31	9448.8	-0.0563773149624467	-01:21:11	1
-124.72	46.47	10393.68	-0.0562268518842757	-01:20:58	0
-141.92	31.98	10972.8	-0.0561921298503876	-01:20:55	1
-124.74	37.1	9662.16	-0.0561921293847263	-01:20:55	0
-153.37	22.62	12192	-0.0561805553734303	-01:20:54	0
-128.27	33.25	10972.8	-0.055937500204891	-01:20:33	0
-138.92	31.18	11277.6	-0.0559027777053416	-01:20:30	1
-153.33	22.7	11582.4	-0.0559027777053416	-01:20:30	0
-156.35	21.93	9570.72	-0.0558680552057922	-01:20:27	0
-156.77	21.75	8900.16	-0.0558217596262693	-01:20:23	1
-139.43	28.7	10363.2	-0.0557291666045785	-01:20:15	0
-139.43	28.7	10972.8	-0.0557175925932825	-01:20:14	0
-156.42	22.42	9753.6	-0.0556365740485489	-01:20:07	0
-156.57	22.27	9540.24	-0.0554745369590819	-01:19:53	1
-155.12	23.58	10058.4	-0.0553935184143484	-01:19:46	0
-134.95	29.26	10668	-0.0552893518470228	-01:19:37	0
-120.29	32.08	10363.2	-0.0551388887688518	-01:19:24	0
-156.32	21.8	8595.36	-0.0548842595890164	-01:19:02	0
-155.18	23.58	10972.8	-0.0546412034891546	-01:18:41	0
-156.4	22.42	11277.6	-0.0546064814552665	-01:18:38	0
-154.92	22.25	10363.2	-0.0545023148879409	-01:18:29	0
-156.52	22.92	11582.4	-0.0544328703545034	-01:18:23	0
-139.43	28.7	12192	-0.0544097223319113	-01:18:21	0
-120.67	33.71	10271.76	-0.054386573843658	-01:18:19	0
-154.82	22.27	12192	-0.0543402777984738	-01:18:15	0
-153.08	21.27	10972.8	-0.0540277776308358	-01:17:48	0
-140.88	29.77	10058.4	-0.0540046296082437	-01:17:46	1
-156.45	22.37	10668	-0.0539236110635102	-01:17:39	0
-142.59	22.55	10363.2	-0.0538425925187767	-01:17:32	0
-153.38	22.72	11582.4	-0.0534722222946584	-01:17:00	1
-135.83	31.35	10363.2	-0.0534606482833624	-01:16:59	1
-139.43	28.7	11277.6	-0.0533449077047408	-01:16:49	0
-137.14	31.92	11277.6	-0.0533449077047408	-01:16:49	1
-130.22	34.46	11277.6	-0.0532407406717539	-01:16:40	0
-130.19	34.48	10972.8	-0.0532175926491618	-01:16:38	0
-130.18	34.48	11277.6	-0.0532175926491618	-01:16:38	0
-155.43	24.6	11582.4	-0.0530671295709908	-01:16:25	0
-154.53	21.08	10058.4	-0.0530092595145106	-01:16:20	0
-124.73	37.1	9662.16	-0.0529398145154119	-01:16:14	0
-150.31	29.06	10668	-0.0528819444589317	-01:16:09	1
-153.42	22.73	10972.8	-0.052754629869014	-01:15:58	0
-156.27	21.82	9265.92	-0.0527199073694646	-01:15:55	0
-123.33	37.31	8900.16	-0.0526736113242805	-01:15:51	1
-152.48	25.37	11582.4	-0.0526504628360271	-01:15:49	0
-156.4	22.43	10789.92	-0.0525578702799976	-01:15:41	0
-156.53	23.08	10363.2	-0.0524189816787839	-01:15:29	0
-156.7	21.78	7589.52	-0.0523611111566424	-01:15:24	1
-153.25	28.28	11582.4	-0.0523379626683891	-01:15:22	0
-156.3	21.85	11887.2	-0.0522685181349516	-01:15:16	0
-156	20.73	8412.48	-0.0522106480784714	-01:15:11	0
-146.63	25.2	11277.6	-0.0521759260445833	-01:15:08	1
-156.43	22.4	9144	-0.0521527780219913	-01:15:06	0
-124.79	37.07	10759.44	-0.0519560184329748	-01:14:49	0
-156.35	21.8	10668	-0.0517129627987742	-01:14:28	0
-124.65	37.1	9875.52	-0.0516319442540407	-01:14:21	0
-155.2	23.52	11582.4	-0.0515509261749685	-01:14:14	0
-126.2	36.75	11277.6	-0.051481481641531	-01:14:08	0
-155.15	23.6	11582.4	-0.0514351851306856	-01:14:04	0
-154.5	21.05	10668	-0.0514236111193895	-01:14:03	0
-153.42	22.68	10972.8	-0.0514120371080935	-01:14:02	1
-154.8	22.28	11277.6	-0.0513773146085441	-01:13:59	0
-148.53	23.94	10668	-0.051354166585952	-01:13:57	1
-124.55	36.47	10972.8	-0.0510069443844259	-01:13:27	0
-152.92	26.83	10972.8	-0.0506828702054918	-01:12:59	0
-154.87	22.25	11582.4	-0.0506134256720543	-01:12:53	0
-153.38	22.6	12192	-0.0505208331160247	-01:12:45	0
-148.83	28.52	9753.6	-0.0504050925374031	-01:12:35	1
-136.96	31.02	10668	-0.0503935185261071	-01:12:34	0
-150.04	24.25	11277.6	-0.0503240739926696	-01:12:28	1
-154.95	22.83	10668	-0.0503009259700775	-01:12:26	1
-144.22	28.48	11277.6	-0.0502777779474854	-01:12:24	1
-155.2	21.52	9448.8	-0.05023148143664	-01:12:20	1
-123.24	37.25	6918.96	-0.0501041668467224	-01:12:09	0
-154.88	22.27	10668	-0.0499768517911434	-01:11:58	0
-154.88	22.17	12192	-0.049918981269002	-01:11:53	0
-126.88	33.54	10668	-0.0497916666790843	-01:11:42	0
-139.28	30.31	10058.4	-0.0497569441795349	-01:11:39	1
-133.16	29.82	10668	-0.0496412040665746	-01:11:29	1
-156.3	21.8	10637.52	-0.0495833335444331	-01:11:24	0
-155.4	24.58	9144	-0.0495717595331371	-01:11:23	0
-134.66	28.18	9448.8	-0.0495601850561798	-01:11:22	0
-126.57	36.57	9144	-0.0494444444775581	-01:11:12	1
-156.32	21.97	9022.08	-0.04940972244367	-01:11:09	0
-156.3	22	9204.96	-0.0493749999441206	-01:11:06	0
-156.73	23.73	11277.6	-0.0492939813993871	-01:10:59	0
-156.45	22.43	10058.4	-0.049236111342907	-01:10:54	0
-153.4	22.67	11277.6	-0.0492013888433576	-01:10:51	0
-156.3	21.82	9174.48	-0.0488541666418314	-01:10:21	0
-124.84	46.48	9723.12	-0.0487962961196899	-01:10:16	1
-156.42	21.95	7559.04	-0.0487615740858018	-01:10:13	0
-124.72	37.09	10027.92	-0.0487384260632098	-01:10:11	0
-156.53	23	11582.4	-0.0486689815297723	-01:10:05	0
-156.77	21.65	6918.96	-0.0485300924628973	-01:09:53	1
-156.48	22.75	11582.4	-0.0485185184516013	-01:09:52	0
-156.27	21.82	11125.2	-0.0481944447383285	-01:09:24	0
-124.98	46.41	9723.12	-0.0481018517166376	-01:09:16	1
-140.86	28.17	10972.8	-0.0480324071832001	-01:09:10	0
-156.85	21.62	6309.36	-0.047835648059845	-01:08:53	1
-156.2	21.37	9235.44	-0.0478125000372529	-01:08:51	0
-156.53	22.63	11582.4	-0.0478125000372529	-01:08:51	0
-148.39	24.01	10058.4	-0.0477546295151114	-01:08:46	1
-120.68	33.71	9906	-0.0475925924256444	-01:08:32	0
-155.08	22.18	10972.8	-0.0475925924256444	-01:08:32	1
-155.47	24.55	11887.2	-0.0475578703917563	-01:08:29	0
-124.79	37.09	10271.76	-0.0474768518470228	-01:08:22	0
-140.7	30.4	9753.6	-0.0474537038244307	-01:08:20	1
-148.37	30.61	11582.4	-0.0474189817905426	-01:08:17	1
-125.37	33.83	11277.6	-0.0473611112684011	-01:08:12	0
-156.32	22	9966.96	-0.0472916667349637	-01:08:06	0
-153.45	22.73	9753.6	-0.0472106481902301	-01:07:59	0
-143.35	26.19	10972.8	-0.0470601855777204	-01:07:46	1
-140.7	30.4	11277.6	-0.0467013888992369	-01:07:15	1
-125.75	35.49	11277.6	-0.0465624998323619	-01:07:03	0
-156.22	21.83	9144	-0.0465393518097699	-01:07:01	0
-140.7	30.4	11887.2	-0.0464583332650363	-01:06:54	1
-156.25	21.48	9601.2	-0.0463194441981614	-01:06:42	0
-156.27	21.83	9601.2	-0.0462847226299345	-01:06:39	0
-153.22	22.07	11277.6	-0.0462731481529772	-01:06:38	0
-156.25	21.83	10149.84	-0.0462500001303852	-01:06:36	0
