lon	lat	alt
-131.43373	30.34076	9448.8
-131.43384	30.340345	10058.4
-130.81224	32.66894	12192
-126.29615	31.719416	11125.2
-126.78406	33.513226	11277.6
-126.27583	31.643034	11277.6
-126.28657	31.683472	10058.4
-148.99701	23.724857	11277.6
-149.557	26.025412	11582.4
-148.99776	23.727905	10668
-143.29825	26.207764	11582.4
-136.3446	28.793613	11277.6
-136.34456	28.793434	10058.4
-128.09636	31.260712	10363.2
-128.11316	31.197699	10058.4
-128.10405	31.231686	11887.2
-123.45156	32.642727	11887.2
-123.06938	31.22108	11856.72
-123.069885	31.22295	10668
-146.81076	27.423727	10972.8
-146.20432	24.972408	8839.2
-139.87048	27.544174	8839.2
-139.87048	27.544174	11887.2
-133.20789	28.62949	10668
-133.49042	29.72636	10058.4
-156.18887	21.501684	8686.8
-156.15826	21.372227	8503.92
-156.18828	21.499193	9601.2
-156.13753	21.2833	9113.52
-124.792946	32.04117	9448.8
-124.779	32.092445	9723.12
-124.785965	32.066833	11277.6
-124.24697	34.033604	8839.2
-120.454185	32.999683	8717.28
-120.60751	33.55845	8229.6
-120.30061	32.441605	11460.48
-120.59781	33.522854	9052.56
-143.39978	26.15536	11277.6
-143.40228	26.165361	11582.4
-136.4694	28.750742	10668
-135.78331	31.379137	8229.6
-136.4692	28.751574	10972.8
-135.78328	31.379255	10972.8
-136.46918	28.751665	10972.8
-130.61621	30.572325	10668
-131.15005	32.570335	11582.4
-130.61546	30.569471	10058.4
-131.15259	32.579586	11277.6
-153.60103	23.64087	10972.8
-153.60812	23.67066	10972.8
-153.60081	23.640026	10363.2
-153.6008	23.639908	11277.6
-121.181366	33.930786	10058.4
-121.17376	33.95777	10668
-121.162285	33.999615	10058.4
-121.15943	34.009945	9906
-140.32521	26.239151	10668
-140.58377	27.276464	9448.8
-140.58151	27.267414	11277.6
-140.58377	27.276464	11582.4
-132.45175	32.262146	10668
-133.09186	29.847868	8839.2
-133.09166	29.848598	9753.6
-128.23285	33.220936	10637.52
-127.66539	31.119188	11856.72
-127.43139	30.229826	11277.6
-127.72885	31.35806	10668
-150.36623	23.05734	11277.6
-150.32915	22.901598	11277.6
-150.3728	23.08491	11277.6
-138.34514	30.61421	11582.4
-137.48085	27.24681	11277.6
-137.48085	27.24682	10668
-137.74986	28.313087	11582.4
-129.7436	30.814089	10668
-129.14658	33.03536	11277.6
-129.74477	30.809639	10668
-129.74417	30.811905	11582.4
-124.52671	30.956573	11277.6
-124.827705	32.083744	11582.4
-124.51525	30.913177	11277.6
-124.80219	31.98963	10668
-147.58284	24.357676	11277.6
-148.13391	26.604555	10668
-147.43102	23.728075	10058.4
-140.82167	29.799675	10058.4
-141.7174	26.265928	11582.4
-141.5551	26.918144	11582.4
-134.8991	29.269548	10668
-134.61652	28.164955	11277.6
-126.41172	31.700565	10668
-126.413734	31.692987	10363.2
-126.42368	31.655659	10058.4
-126.41178	31.70033	10972.8
-138.88965	26.767527	10058.4
-139.75465	30.16025	10668
-139.15068	27.807583	11277.6
-130.74005	32.80076	11277.6
-126.24531	31.647013	11277.6
-126.24271	31.637325	10972.8
-125.96279	30.582092	10668
-125.87166	30.234879	10668
-148.96652	23.730083	10668
-149.4919	25.889864	11887.2
-148.85503	23.265083	10363.2
-142.51347	29.194176	10668
-136.04211	27.710922	11277.6
-136.32135	28.808964	10058.4
-128.06546	31.278477	10668
-127.46744	33.48605	10363.2
-127.49444	33.388412	10058.4
-127.475334	33.457546	11582.4
-123.79725	33.980988	10668
-123.80885	34.02217	11887.2
-123.799675	33.989655	10668
-123.38907	32.49596	11277.6
-146.78998	27.428715	10972.8
-146.18765	24.99512	11582.4
-139.1235	30.371605	10363.2
-139.12936	30.348896	10363.2
-139.12779	30.355028	11277.6
-139.12941	30.348658	8839.2
-139.12943	30.348652	10972.8
-134.02336	31.812243	10058.4
-134.10791	32.127056	11277.6
-156.26202	21.88754	8656.32
-156.28542	21.986036	8900.16
-156.28627	21.989613	8961.12
-156.31105	22.095215	8717.28
-156.26004	21.879307	8625.84
-124.50015	33.061775	10058.4
-124.51574	33.00435	10668
-124.24944	33.9688	11582.4
-124.23404	34.024265	10637.52
-124.232254	34.030678	10363.2
-120.44005	32.99402	11247.12
-120.73305	34.054657	8107.68
-120.59739	33.566284	9875.52
-144.00984	28.632078	10668
-143.99438	28.572369	11277.6
-143.24777	25.587551	11887.2
-143.393	26.177166	11887.2
-135.77428	31.372255	10972.8
-135.75627	31.438591	12496.8
-135.75804	31.432056	11277.6
-130.60577	30.559793	11277.6
-131.1582	32.626667	12496.8
-130.32043	29.467136	10668
-153.2247	22.089506	11582.4
-153.18185	21.907785	11582.4
-153.59709	23.655376	10668
-153.21838	22.062672	10668
-121.40905	33.082783	11247.12
-121.28266	33.54291	9022.08
-121.40138	33.110497	11277.6
-121.16805	33.95512	7589.52
-141.19183	29.671356	10058.4
-140.32652	26.255213	10668
-141.18921	29.66139	12009.12
-132.439	32.30344	11277.6
-132.43933	32.302223	10058.4
-128.28096	33.38925	10668
-128.71654	34.947746	11277.6
-150.86499	25.11667	10363.2
-150.88348	25.19282	10668
-150.89944	25.258135	10972.8
-144.27132	28.434202	10668
-144.25227	28.50887	10972.8
-137.74623	28.272493	10058.4
-138.53499	31.307026	11277.6
-137.75514	28.307735	11277.6
-129.75203	30.809647	10972.8
-129.10565	33.210293	11277.6
-129.11539	33.17512	11582.4
-129.14369	33.072124	10058.4
-125.32291	33.85423	11277.6
-125.327805	33.871765	11582.4
-125.31892	33.84001	10668
-147.59402	24.359533	11582.4
-147.57913	24.298086	10972.8
-147.57889	24.297112	10668
-147.58733	24.331938	11277.6
-141.56879	26.912199	11582.4
-141.59999	26.787888	10668
-141.59966	26.789242	10058.4
-141.57556	26.885208	10668
-134.9056	29.235859	10668
-134.91373	29.267532	10972.8
-134.9052	29.234306	11887.2
-121.93263	32.7509	11277.6
-122.27988	34.010056	11887.2
-121.78385	32.201077	11247.12
-121.697464	31.879917	10637.52
-144.8055	25.583008	11277.6
-144.68141	25.075035	11277.6
-144.8061	25.585472	11277.6
-145.41316	28.019533	10058.4
-144.80598	25.585018	10972.8
-138.16983	28.150688	11887.2
-137.46712	30.864841	10058.4
-132.0508	30.129768	10668
-131.95967	29.779453	11887.2
-131.76361	29.02007	10972.8
-131.77219	29.053804	11277.6
-154.65794	21.560257	11277.6
-154.69638	21.723415	11277.6
-154.69789	21.729757	11277.6
-154.65584	21.551239	10668
-154.95335	22.810284	11277.6
-122.709145	34.010555	10058.4
-141.69513	25.489996	10668
-141.99619	26.70849	10668
-142.00058	26.726074	11277.6
-142.00102	26.727854	11887.2
-134.11996	31.836687	11277.6
-134.78186	29.320395	11277.6
-134.78542	29.306725	11277.6
-134.12064	31.834146	10058.4
-134.13965	31.762398	10668
-130.13914	34.47432	11277.6
-151.56593	21.54352	12496.8
-152.24742	24.402111	9753.6
-152.24602	24.396358	10668
-152.2547	24.43209	10058.4
-152.24667	24.399103	10058.4
-119.870964	33.106956	9296.4
-119.654465	33.890667	6248.4
-119.59148	34.1164	6187.44
-145.98802	27.792969	9753.6
-139.9167	30.649775	10058.4
-139.78763	30.157885	10363.2
-139.18086	27.796339	11277.6
-131.42407	30.356823	10668
-130.7929	32.71959	10058.4
-126.29825	31.72895	10668
-126.50025	32.4784	10668
-126.803925	33.58802	11582.4
-126.79272	33.54738	10058.4
-148.9965	23.727612	11277.6
-148.9608	23.578623	10058.4
-148.99796	23.73366	10363.2
-142.54572	29.182175	10363.2
-142.55356	29.15208	8839.2
-143.49483	25.403223	11277.6
-143.29617	26.21018	11277.6
-136.9326	31.044382	10058.4
-136.34163	28.774866	11277.6
-128.09659	31.26552	10668
-127.515915	33.409676	11277.6
-127.50425	33.451775	11887.2
-127.49167	33.497204	10058.4
-127.404076	33.813744	10058.4
-123.48157	32.73383	10668
-123.86177	34.112038	11582.4
-123.05159	31.13407	11277.6
-123.48788	32.756912	10637.52
-146.2089	24.969496	10058.4
-145.74345	23.038748	12496.8
-146.20932	24.971312	11277.6
-146.81502	27.419043	10058.4
-139.15804	30.33521	11277.6
-139.1523	30.357082	10363.2
-134.06235	31.862505	11887.2
-134.36528	32.979782	12192
-133.49576	29.715307	10058.4
-156.16606	21.370848	9235.44
-156.29309	21.910809	8656.32
-156.29137	21.903543	10058.4
-156.17358	21.402916	10027.92
-156.33676	22.096115	9601.2
-124.79354	32.068302	10668
-124.267586	33.98704	11277.6
-124.27868	33.946995	10972.8
-124.264244	33.99916	9753.6
-120.27559	32.301598	10058.4
-121.05823	35.12809	10424.16
-121.18258	35.560486	11277.6
-120.192055	31.993053	10058.4
-143.16519	25.15493	12496.8
-143.4092	26.147339	11582.4
-144.03114	28.623468	11582.4
-135.7977	31.365377	10972.8
-135.7977	31.365377	11277.6
-135.78188	31.42487	9753.6
-130.69102	30.801928	10668
-131.55933	34.00494	11582.4
-131.5619	34.01421	11277.6
-130.3366	29.444273	10058.4
-153.15698	21.710917	11277.6
-153.61331	23.632215	10972.8
-153.61458	23.637589	10058.4
-153.61462	23.637758	10363.2
-153.61266	23.629427	10058.4
-121.19065	33.945965	10668
-121.185	33.966225	11551.92
-121.39084	33.223305	10972.8
-121.190186	33.94763	10668
-141.20987	29.665031	10972.8
-140.60161	27.279377	10058.4
-141.33017	30.127184	11277.6
-140.59576	27.256142	10668
-141.20856	29.659979	11582.4
-133.121	29.800747	10668
-132.4651	32.2745	10668
-133.09949	29.88271	11582.4
-132.46979	32.257053	10058.4
-127.71253	31.22113	11277.6
-128.31679	33.452652	10058.4
-127.72634	31.273142	11247.12
-150.38763	23.06289	11277.6
-150.88942	25.14318	10972.8
-150.90886	25.222889	10058.4
-150.39113	23.07757	10668
-145.02327	25.492504	9753.6
-145.12314	25.084259	11277.6
-138.36656	30.607464	10058.4
-137.77097	28.305832	11887.2
-129.76738	30.807747	11582.4
-129.1676	33.038868	10058.4
-125.33889	33.856792	11582.4
-125.32992	33.824703	10668
-147.60641	24.348108	11277.6
-147.51775	23.980667	11277.6
-148.18863	26.720606	10058.4
-147.51385	23.964384	10668
-140.84688	29.798584	10972.8
-141.89198	25.661383	11887.2
-140.84914	29.79001	10058.4
-134.93536	29.297573	11887.2
-135.49585	31.433489	10668
-135.50238	31.457867	10058.4
-126.44467	31.680166	10668
-125.88875	33.72152	10668
-125.88435	33.737415	11582.4
-125.87907	33.75632	10058.4
-121.61234	31.517433	11277.6
-122.3549	34.235004	9448.8
-122.35456	34.233807	9448.8
-144.5737	24.58409	11277.6
-144.81726	25.581509	11277.6
-137.47142	30.88464	10363.2
-137.472	30.882463	11582.4
-137.48138	30.84701	9753.6
-132.06773	30.152767	10668
-132.62497	32.25045	12192
-132.0609	30.126705	9448.8
-131.78212	29.050467	10058.4
-154.69539	21.67523	11277.6
-154.9599	22.793758	11277.6
-154.96553	22.817423	10668
-154.69653	21.680153	10058.4
-154.7086	21.731932	9448.8
-122.970764	33.094307	10668
-122.654366	34.237213	10942.32
-123.10793	32.59248	10668
-122.69477	34.092346	9753.6
-142.62202	29.14393	10058.4
-142.62202	29.14393	10668
-142.61375	29.111734	11277.6
-142.62862	29.1699	11582.4
-134.12796	31.833183	11277.6
-134.12451	31.84618	10668
-134.10593	31.915913	11582.4
-133.75069	33.222725	9448.8
-129.73264	32.980022	11582.4
-129.75967	33.078194	11277.6
-152.27182	24.471958	10668
-152.26418	24.440258	10972.8
-152.26373	24.4384	11277.6
-152.26549	24.44572	10363.2
-119.738396	33.61098	6126.48
-146.00116	27.765804	9448.8
-146.76161	24.694958	10668
-139.79126	30.148136	11277.6
-139.78906	30.139757	9448.8
-148.96281	23.566103	10363.2
-149.54356	25.954853	10058.4
-149.5607	26.023777	10363.2
-142.5476	29.187376	10058.4
-142.54414	29.200825	8839.2
-143.36363	25.94982	10668
-142.56068	29.136871	9753.6
-137.16904	31.9161	11887.2
-137.1666	31.907	10058.4
-137.39055	32.73582	10058.4
-127.503975	33.459625	10668
-127.50626	33.45137	10058.4
-127.31307	34.147655	9448.8
-123.829506	33.990665	10363.2
-123.83327	34.004192	10668
-123.89684	34.231873	9448.8
-123.076294	31.221783	11247.12
-146.21025	24.970173	10668
-146.81633	27.418839	10668
-146.81624	27.418486	10058.4
-139.14963	30.368935	10668
-139.14862	30.372917	10972.8
-138.94754	31.135906	10058.4
-134.06769	31.881723	10972.8
-134.30618	32.763493	9448.8
-134.37209	33.005432	11887.2
-156.30972	21.982601	10058.4
-156.33017	22.068312	9387.84
-156.26216	21.780993	9906
-156.27417	21.832157	10058.4
-156.31136	21.98948	8260.08
-124.271545	33.9691	10668
-124.26432	33.995552	10058.4
-124.27117	33.97046	12466.32
-124.27042	33.9732	9753.6
-120.81788	34.278366	9357.36
-120.79559	34.199265	7833.36
-120.81241	34.25888	7193.28
-121.18371	35.569786	11277.6
-144.08354	28.835182	10972.8
-135.7946	31.366287	10972.8
-135.79219	31.375332	10972.8
-135.7922	31.375301	9448.8
-131.17662	32.62737	11582.4
-131.1638	32.5799	11582.4
-131.16293	32.57665	10058.4
-130.62495	30.564135	10668
-153.15288	21.711441	10668
-153.61153	23.64011	11277.6
-153.61182	23.641273	10363.2
-153.23865	22.073208	11887.2
-121.14884	34.08	11582.4
-121.06185	34.390438	10668
-121.10429	34.239693	10027.92
-121.15446	34.05985	10332.72
-121.14767	34.084244	9448.8
-140.59625	27.278534	10058.4
-140.59172	27.260578	10668
-129.33476	37.04313	10668
-128.732	34.959774	10668
-150.91212	25.26176	10668
-150.90858	25.247116	11277.6
-150.9079	25.244265	10058.4
-150.32121	22.81175	11887.2
-144.26392	28.496958	9448.8
-138.35442	30.591536	10058.4
-138.54558	31.3138	10972.8
-129.15474	33.05031	10972.8
-129.15388	33.053406	10363.2
-128.61707	34.978947	10363.2
-128.87311	34.068478	10058.4
-125.32685	33.84619	10668
-125.32467	33.838333	11582.4
-124.84293	32.076904	10668
-124.53135	30.910397	9448.8
-148.1512	26.6087	10972.8
-148.1079	26.433886	11582.4
-147.32475	23.21603	10058.4
-140.8344	29.802004	10972.8
-140.83418	29.802797	10668
-140.83636	29.79445	10058.4
-141.74606	26.206835	10668
-141.57074	26.912018	10668
-135.49168	31.45934	11582.4
-135.79126	32.571842	10058.4
-135.49092	31.455101	9448.8
-125.84356	33.838223	11277.6
-125.87245	33.734215	10972.8
-122.2869	34.03634	11247.12
-122.29026	34.048252	11582.4
-122.3358	34.210922	10637.52
-122.29212	34.054886	9144
-145.41846	28.042612	11277.6
-145.38873	27.925388	10363.2
-138.16136	28.166594	10668
-137.46191	30.866432	10668
-137.44139	30.944584	11582.4
-137.4511	30.907812	10058.4
-138.16138	28.166515	10668
-132.04755	30.130756	10668
-132.60283	32.221123	10058.4
-154.70631	21.783703	10668
-154.95734	22.844042	11582.4
-154.92097	22.691456	9753.6
-154.68758	21.704248	11887.2
-123.11668	32.503296	10668
-122.70846	33.98728	10668
-122.7113	33.97708	11582.4
-122.71462	33.96524	10363.2
-141.96626	26.614677	10668
-142.60957	29.158354	11887.2
-142.60957	29.158354	10058.4
-134.74156	29.440174	10668
-134.11012	31.837566	10972.8
-134.12044	31.799498	11582.4
-134.10623	31.851974	10058.4
-134.77374	29.315275	10668
-129.15968	30.911533	10363.2
-129.6981	32.914764	11277.6
-151.6541	21.958006	10972.8
-152.24982	24.45043	11887.2
-152.2402	24.41071	11277.6
-151.76047	22.40814	11582.4
-119.858536	33.10707	10332.72
-119.580284	34.112217	5730.24
-119.733116	33.562634	7193.28
-145.9744	27.799013	10058.4
-146.0272	27.589798	11277.6
-139.77205	30.14517	10058.4
-139.7743	30.153753	11277.6
-139.77197	30.14483	11887.2
-131.41194	30.347315	10668
-131.41344	30.341587	11277.6
-131.42834	30.28509	11582.4
-126.7903	33.590595	11582.4
-126.28532	31.735601	10668
-148.9386	23.549528	11277.6
-149.54144	26.028904	10363.2
-148.91945	23.468916	11887.2
-142.52484	29.196033	10972.8
-142.52141	29.209274	10058.4
-143.34508	25.940813	10972.8
-136.91602	31.049362	10363.2
-137.14935	31.92297	11277.6
-136.9189	31.060247	11887.2
-128.07112	31.285044	10668
-127.4708	33.49992	11277.6
-127.47046	33.501167	11582.4
-128.08755	31.222712	11582.4
-128.0558	31.34317	11887.2
-123.77802	33.886528	11277.6
-123.37019	32.40075	10058.4
-123.05508	31.2272	11856.72
-146.17444	24.916979	10972.8
-146.18893	24.976389	11277.6
-139.84772	27.561045	10972.8
-139.85701	27.524834	11887.2
-139.92294	27.261627	9448.8
-139.85005	27.55196	9448.8
-139.91382	27.298086	12496.8
-139.8469	27.564207	12496.8
-139.84737	27.562424	11277.6
-133.47568	29.731857	11582.4
-133.4691	29.706648	11277.6
-133.4766	29.735374	10058.4
-156.13885	21.36021	9296.4
-156.1427	21.376543	7894.32
-156.14429	21.3833	9479.28
-156.14316	21.378521	10058.4
-124.756935	32.107098	10363.2
-124.77837	32.02743	9753.6
-124.76934	32.0611	9753.6
-120.58922	33.54993	9296.4
-120.58927	33.55013	9387.84
-120.55963	33.441532	10058.4
-120.29577	32.476997	11216.64
-143.35832	26.054081	11277.6
-143.35515	26.04124	11582.4
-136.45786	28.725271	10668
-136.45786	28.725271	10363.2
-136.44946	28.758001	10058.4
-136.45398	28.74044	11277.6
-136.45956	28.724703	11887.2
-130.59798	30.562067	10668
-130.59695	30.558212	11887.2
-131.53064	34.00978	9448.8
-153.19966	22.021032	10972.8
-153.12842	21.71895	11277.6
-153.13213	21.73459	10058.4
-153.20914	22.061493	11887.2
-121.39075	33.098732	10058.4
-121.158875	33.944183	10271.76
-121.391	33.10415	11582.4
-121.14179	34.00557	10058.4
-121.39742	33.080757	11765.28
-148.44096	24.007261	10972.8
-140.3145	26.259642	11277.6
-140.57272	27.295328	10058.4
-141.17903	29.672983	11582.4
-140.56453	27.262947	10668
-133.07986	29.82821	10058.4
-132.43631	32.25548	11277.6
-133.06265	29.894041	10363.2
-132.36743	32.509583	9448.8
-133.40451	28.568724	12496.8
-133.07297	29.854538	10668
-128.24393	33.29999	10972.8
-128.24393	33.29999	11277.6
-127.73312	31.414173	10058.4
-150.32181	22.915895	10363.2
-150.86063	25.150894	11277.6
-150.32039	22.91004	10058.4
-144.23013	28.542591	10668
-145.00102	25.460499	10058.4
-144.9895	25.50734	11887.2
-145.09935	25.058104	10668
-138.34616	30.630795	10668
-137.47586	27.241566	11277.6
-129.74184	30.80337	10668
-129.73752	30.81986	9448.8
-129.73743	30.820244	11277.6
-156.70901	21.755196	8168.64
-125.31272	33.843777	10972.8
-124.51582	30.902626	10668
-124.513535	30.894197	11582.4
-124.85756	32.180923	10668
-147.56824	24.284357	11277.6
-147.14314	22.508892	10058.4
-147.52692	24.112926	10058.4
-141.56248	26.89989	9448.8
-140.8219	29.80687	10058.4
-141.5622	26.901045	11582.4
-141.56364	26.899439	11887.2
-141.55869	26.914976	11277.6
-135.48384	31.461075	11277.6
-134.62508	28.159681	10668
-134.91371	29.287792	9448.8
-126.43303	31.653809	10363.2
-126.42116	31.6982	10972.8
-126.420105	31.70215	10668
-126.420105	31.70215	10058.4
-126.42116	31.6982	11887.2
-122.471	34.70466	11247.12
-122.864784	36.0806	11887.2
-121.663895	31.768291	11247.12
-121.90022	32.644394	10027.92
-144.73178	25.297064	10668
-144.7823	25.503355	11582.4
-137.45059	30.908764	10668
-137.46164	30.866516	10972.8
-137.44113	30.944674	9448.8
-138.1648	28.150969	11887.2
-138.16373	28.155205	10668
-132.69228	32.54048	11582.4
-132.66772	32.450394	10058.4
-154.65378	21.5477	11582.4
-154.65248	21.54222	10972.8
-154.95216	22.810844	10363.2
-123.12919	32.4745	10668
-122.70693	34.00955	10668
-122.71152	33.99312	11277.6
-122.70415	34.019566	10668
-122.712074	33.991116	11887.2
-149.51009	26.047907	11887.2
-123.109665	32.54583	11277.6
-119.20844	34.06218	10668
-119.37779	34.66647	7589.52
-142.00551	26.74071	11582.4
-142.00526	26.739738	10363.2
-134.79187	29.28491	10363.2
-134.79187	29.28491	11887.2
-134.7958	29.269632	10363.2
-134.7958	29.269632	10972.8
-130.14482	34.48021	11887.2
-129.72688	32.97264	10668
-129.72688	32.97264	10058.4
-139.78893	30.139345	9753.6
-138.92572	26.754927	11277.6
-139.18738	27.797716	11582.4
-139.18242	27.778278	10363.2
-131.438	30.327517	10668
-131.43312	30.34628	10363.2
-131.43347	30.344908	10668
-131.7619	29.079012	11887.2
-131.44177	30.313082	11582.4
-131.43518	30.33834	10668
-126.27839	31.622831	11277.6
-126.30612	31.726986	10668
-148.96233	23.550781	11582.4
-148.89862	23.283953	10972.8
-148.93552	23.438086	10668
-143.36937	25.947327	9448.8
-143.51941	25.337051	11582.4
-143.30386	26.213957	11582.4
-143.49994	25.416883	11277.6
-143.30386	26.213957	11277.6
-143.36038	25.983957	11582.4
-143.30576	26.206278	11582.4
-136.94244	31.041086	10058.4
-136.3488	28.761467	11277.6
-136.3488	28.761467	10668
-128.10657	31.267538	10972.8
-127.543724	33.347736	10668
-127.51564	33.449497	10972.8
-127.432495	33.74971	10972.8
-127.53364	33.38469	9448.8
-127.451904	33.67959	11887.2
-123.844246	34.005672	11856.72
-123.9056	34.225056	10668
-123.84179	33.996838	11277.6
-146.77745	27.220724	11887.2
-146.12703	24.58222	10668
-146.82211	27.397852	10972.8
-139.17139	30.335426	11277.6
-139.16693	30.352518	11887.2
-138.96202	31.129843	10058.4
-139.95833	27.26559	11277.6
-139.88681	27.549685	11277.6
-134.07343	31.846865	10668
-134.15068	32.134285	10668
-156.32487	21.981426	9357.36
-156.35245	22.098791	9144
-156.32242	21.970966	9814.56
-156.30238	21.886806	8900.16
-124.28722	33.970528	10972.8
-124.270035	34.032486	10668
-124.3176	33.86152	11582.4
-124.295105	33.941895	10058.4
-124.288185	33.96701	11887.2
-120.45643	32.90365	11277.6
-120.7886	34.1067	7406.64
-120.78496	34.09373	7924.8
-121.10919	35.242634	11277.6
-144.04698	28.617079	11582.4
-144.0235	28.525505	10668
-135.81026	31.38325	10972.8
-135.8118	31.377552	9448.8
-135.76183	31.564253	10668
-135.77222	31.525928	11887.2
-135.82854	31.314878	10363.2
-131.19687	32.616043	11582.4
-131.5754	33.992348	10668
-153.63184	23.627663	11582.4
-153.62303	23.590954	10972.8
-153.63014	23.620596	10668
-153.6323	23.629562	11887.2
-121.44998	33.076134	10668
-121.21112	33.94072	11277.6
-121.209946	33.94495	7711.44
-121.21203	33.937416	8778.24
-121.21025	33.943848	9540.24
-141.22649	29.642424	10058.4
-141.23259	29.666302	11277.6
-141.22627	29.641514	10972.8
-141.22675	29.64341	11582.4
-132.49278	32.250957	11887.2
-132.48244	32.289173	11277.6
-128.29662	33.28888	10668
-128.27493	33.20977	11247.12
-128.31007	33.33821	10668
-150.89569	25.06768	10972.8
-150.41107	23.058107	10668
-150.93506	25.228298	10363.2
-144.29715	28.490301	11277.6
-144.31616	28.415852	9753.6
-145.04959	25.48187	11887.2
-144.33876	28.326584	11277.6
-137.79623	28.297056	10058.4
-137.79483	28.29155	10668
-138.38715	30.581093	11582.4
-129.20651	32.989838	10058.4
-129.20192	33.005447	10668
-129.79399	30.804276	10363.2
-129.17715	33.097454	10058.4
-129.79932	30.783836	11887.2
-124.8722	32.040977	10668
-124.8791	32.06641	11277.6
-147.64348	24.37985	10058.4
-147.63394	24.340443	10363.2
-147.63644	24.350761	10058.4
-141.61514	26.894602	10058.4
-141.77292	26.260656	10972.8
-141.61513	26.894608	10972.8
-141.78862	26.19704	9753.6
-141.59557	26.973194	9753.6
-141.64905	26.758957	11277.6
-141.61935	26.877693	11582.4
-134.65378	28.069044	11277.6
-134.95882	29.261837	10058.4
-126.51178	31.546972	10972.8
-126.50934	31.55623	10820.4
-126.86845	30.197247	11856.72
-126.474785	31.68473	11887.2
-122.46517	34.50357	10668
-122.46588	34.506096	11887.2
-122.46901	34.51725	10972.8
-122.46913	34.51768	10058.4
-145.42374	27.875378	10972.8
-145.43158	27.906282	11277.6
-138.21738	28.136478	10668
-138.21797	28.134167	10668
-138.21733	28.136673	9448.8
-137.5092	30.87194	10363.2
-138.21574	28.14294	12192
-138.2167	28.139122	10668
-132.65086	32.20741	10972.8
-132.66064	32.243835	9448.8
-132.66064	32.243835	11247.12
-154.99521	22.786386	10363.2
-154.9967	22.79266	10972.8
-154.99387	22.78077	10363.2
-154.99634	22.791136	11887.2
-123.164444	32.522614	10637.52
-122.767456	33.96502	9113.52
-122.77384	33.941963	10668
-122.752	34.020996	9448.8
-123.17419	32.486614	12192
-119.271904	34.119045	11887.2
-142.65819	29.130163	11277.6
-142.66052	29.1393	10972.8
-134.16847	31.832863	10668
-134.16374	31.850498	10668
-134.1707	31.824482	11277.6
-134.17389	31.812546	10058.4
-134.84686	29.253155	12192
-134.17162	31.821074	11277.6
-129.78712	33.02265	11277.6
-129.78712	33.02265	10058.4
-129.78712	33.02265	11277.6
-151.81071	22.369003	10668
-151.81381	22.38347	11277.6
-152.29051	24.373623	10058.4
-119.69635	33.91627	5455.92
-146.04944	27.744835	8839.2
-146.04346	27.768719	10363.2
-126.85354	33.578613	11582.4
-126.87326	33.649715	10668
-149.5633	25.843866	11582.4
-149.56564	25.8534	10972.8
-149.5612	25.83538	10058.4
-142.61136	29.128368	9448.8
-143.35193	26.193249	11277.6
-143.35193	26.193249	10058.4
-137.09375	31.449356	10058.4
-137.20496	31.86458	10668
-136.9887	31.054073	11277.6
-127.547295	33.48677	10058.4
-127.57487	33.38647	10972.8
-123.48541	32.547665	11277.6
-124.492424	36.13773	11277.6
-123.88615	34.00594	10668
-123.88209	33.99125	11277.6
-146.8607	27.38469	11277.6
-146.86201	27.389896	10668
-139.2132	30.329473	10972.8
-139.21347	30.32842	11277.6
-139.2132	30.32945	10363.2
-139.93529	27.517254	10668
-139.21349	30.328362	10363.2
-134.10928	31.830002	11582.4
-134.10928	31.829996	10668
-133.26581	28.607563	11277.6
-156.32149	21.796995	9265.92
-156.34996	21.91756	9631.68
-156.38666	22.073067	8290.56
-124.84535	32.076973	10668
-124.30904	34.03263	10363.2
-124.31885	33.997456	11582.4
-124.31295	34.018604	9753.6
-123.759605	35.967808	11277.6
-124.30937	34.03143	11277.6
-120.63763	33.41935	8686.8
-120.8325	34.1219	7833.36
-121.11007	35.10659	8595.36
-121.16892	35.314133	11277.6
-144.08374	28.607367	10668
-136.54135	28.727766	10668
-135.8586	31.343563	10363.2
-135.8586	31.343554	10668
-135.85858	31.343616	10058.4
-136.54126	28.728117	10668
-131.21985	32.56018	12192
-131.21985	32.56018	11887.2
-131.22237	32.56948	10668
-153.6644	23.603888	
-153.66452	23.604416	
-153.29799	22.063673	10668
-153.66216	23.59459	
-121.45508	33.191944	10668
-121.17524	34.200455	10668
-121.203384	34.100418	9448.8
-121.168434	34.225094	11582.4
-147.81523	26.919916	10972.8
-148.54648	23.936436	10972.8
-148.54648	23.93645	11887.2
-140.38695	26.178965	11277.6
-140.39491	26.210957	9448.8
-140.39488	26.21083	11277.6
-141.26147	29.634455	11277.6
-140.65273	27.24552	10668
-133.17282	29.819832	10668
-132.53085	32.240303	10668
-132.53067	32.24098	10972.8
-132.52943	32.245605	9753.6
-133.17279	29.819931	11887.2
-133.17282	29.819843	10668
-128.3183	33.23635	11277.6
-127.804146	31.3351	11887.2
-128.31828	33.236317	10668
-150.96086	25.187355	11582.4
-150.44452	23.047468	10668
-150.96085	25.187284	10058.4
-150.44443	23.047138	11887.2
-144.3463	28.43329	11277.6
-145.08922	25.461351	11887.2
-138.42044	30.57884	10058.4
-138.61462	31.308891	10668
-129.82806	30.802546	10668
-129.23112	33.02182	10668
-129.22722	33.03611	11277.6
-129.23134	33.021095	10058.4
-129.83246	30.785994	10668
-129.83221	30.786911	11887.2
-129.73586	31.150846	11887.2
